상품명,년도,수량
3M 스폰지수세미(135),2023,240.0
3M 철수세미,2023,6624.0
EVA우의(백색),2023,300.0
NBR장갑(10켤레)(L),2023,0.0
NBR장갑(10켤레)(L)(U),2023,0.0
NBR장갑(10켤레)(M),2023,0.0
New태화특대(적),2023,7277.0
New태화특대(투),2023,1900.0
New태화특대(핑),2023,3800.0
PU제전장갑(M)top(10P),2023,0.0
고탄력도트 흰색 대,2023,0.0
고탄력블루 대(L),2023,310.0
고탄력블루 롱-대(L),2023,0.0
고탄력블루 롱-소(S),2023,0.0
고탄력블루 롱-중(M),2023,0.0
고탄력블루 소(S),2023,2640.0
고탄력블루 중(M),2023,910.0
금강산,2023,104200.0
나비검정니트릴위생장갑100매(L),2023,0.0
나비라텍스위생장갑(L),2023,3000.0
나비라텍스위생장갑(M),2023,6000.0
나비라텍스위생장갑(S),2023,3000.0
나비면(메리야스)완전코팅5P,2023,2000.0
나비파랑니트릴위생장갑100매(L),2023,0.0
나비파랑니트릴위생장갑100매(M),2023,3000.0
나이스황이중코팅,2023,29500.0
나이스황이중코팅(제니스)(XL),2023,2900.0
나일론내피(M)청,2023,0.0
나일론내피(M)회(10P),2023,0.0
다목적 접이식 가방,2023,1.0
대광PVC,2023,8955.0
대광TC예식,2023,513333.0
대광고무장갑(M)투,2023,6116.0
대광고무장갑(M)핑,2023,54750.0
대광고무장갑M(300입)적,2023,67020.0
대광고무장갑식품용-콤비(S)투명,2023,-136.0
대광고무장갑주름(L)투,2023,8864.0
대광고무장갑주름(L)핑,2023,54586.0
대광고무장갑특대(XL)투,2023,20.0
대광고무장갑특대(XL)핑,2023,9290.0
대광공업용황10호,2023,52079.0
대광공업용황12호,2023,9993.0
대광공업용황9호,2023,42242.0
대광공업용흑10호,2023,5176.0
대광공업용흑9호,2023,5657.0
대광기누(L)백(10P)(3-4L),2023,442.0
대광기누(L)살(10P),2023,1423.0
대광기누(L)청(10P)(3-2L),2023,11297.0
대광기누(L)커(10P),2023,1290.0
대광기누(L)홍(10P)(3-3L),2023,2910.0
대광기누(M)백(10P),2023,25.0
대광기누(M)살(10P),2023,330.0
대광기누(M)청(10P)(3-2M),2023,5573.0
대광기누(M)커(10P),2023,400.0
대광기누(M)홍(10P)(3-3M),2023,500.0
대광기누(청)상L(10P),2023,350.0
대광기누(청)상M(10P),2023,320.0
대광기모고무장갑,2023,94622.0
대광노랑반코팅(10P),2023,8416.0
대광노랑반코팅(10P)(A),2023,81951.0
대광노랑반코팅(10P)(J)(A),2023,9110.0
대광노랑반코팅(10P)(L)(A),2023,26370.0
대광노랑반코팅(1P)(A),2023,82009.0
대광면완전코팅(오래)(A),2023,101699.0
대광반코팅(10P)10G,2023,147553.0
대광반코팅(10P)10G(T),2023,0.0
대광반코팅(10P)13g,2023,24620.0
대광반코팅(10P)13g(T),2023,0.0
대광밴드예식,2023,52575.0
대광실완전코팅(5P)(영남),2023,1020.0
대광실완전코팅(힘써),2023,30.0
대광실완전코팅(힘써)(A),2023,462616.0
대광실완전코팅(힘써)(L)(A),2023,6200.0
대광실장갑35g(10P),2023,0.0
대광실장갑40g(10P),2023,0.0
대광실장갑45g(10P),2023,0.0
대광실장갑50g(10P),2023,0.0
대광예식(단추),2023,53457.0
대광예식(무단추),2023,17600.0
대광피특대,2023,180.0
대광흰반코팅(10P)(L)(A),2023,6680.0
동원반코팅(10P),2023,2400.0
동원실완전코팅(A),2023,0.0
두말표고무장갑,2023,83546.0
두말표고무장갑(오른손),2023,1000.0
두말표고무장갑(왼손),2023,7450.0
등천,2023,1930.0
레자토시(고무줄),2023,1100.0
레자토시(시보리),2023,1200.0
렉션개나리,2023,13870.0
렉션미니(투명)10P,2023,-280.0
렉션주황12호(여성용),2023,120.0
렉션황10호,2023,100.0
렉션황12호,2023,300.0
로얄블루수입(L)(10P),2023,254.0
로얄블루수입(M)(10P),2023,355.0
로얄블루수입(S)(10P),2023,145.0
마미손(대)오른손하나,2023,1559.0
마미손(대)왼손하나,2023,957.0
마미손(소)오른손하나,2023,-1.0
마미손(소)왼손하나,2023,60.0
마미손(중)오른손하나,2023,1379.0
마미손(중)왼손하나,2023,540.0
마미손골드,2023,24916.0
마미손미니(핑),2023,9600.0
마미손위생50매(국산)-50각(2호),2023,0.0
마미손위생50매(중국)-50각,2023,14350.0
마미손칼라고무장갑(그레이)(L),2023,1400.0
마미손칼라고무장갑(그레이)(M),2023,0.0
마미손칼라고무장갑(그린)(L),2023,900.0
마미손클래식,2023,4498.0
마미손특대(적),2023,14978.0
마미손특대(투),2023,330.0
마미손특대오른손2개(100입),2023,0.0
마미손특대왼손2개(100입),2023,0.0
마미손패스,2023,15399.0
마미손플라워,2023,5690.0
마미손핑크밴드,2023,9109.0
마미손화이트,2023,6400.0
마이핸고무장갑신단보,2023,400.0
마이핸고무장갑왕신단보,2023,0.0
마이핸니트릴위생장갑100매(L),2023,0.0
마이핸니트릴위생장갑100매(M),2023,0.0
마이핸미니(L)노(10P),2023,0.0
마이핸미니(L)투(10P),2023,0.0
마이핸미니(M)노(10P),2023,0.0
마이핸미니(M)투(10P),2023,0.0
마이핸미니(S)노(10P),2023,0.0
마이핸미니(S)투(10P),2023,0.0
마이핸미용(L),2023,0.0
마이핸미용(M),2023,0.0
마이핸미용(S),2023,0.0
마이핸프리미엄100매(라텍스위생)(L),2023,0.0
멀티등외품,2023,14600.0
멀티등외품(A),2023,13400.0
메란지내피(L)오바록,2023,221784.0
메란지내피(M)오바록,2023,152800.0
메란지내피(S)오바록,2023,90700.0
면마스크(백색)(A),2023,200.0
백나일론(남성용)10P,2023,350.0
백나일론(해광)10P,2023,7420.0
백보루,2023,1285.0
봉지철,2023,9200.0
빠레트 운임 할인분,2023,0.0
새마을노랑반코팅,2023,500.0
새마을도트(대)검10P,2023,895.0
새마을도트(대)적10P,2023,22.0
새마을도트(대)파10P,2023,200.0
새마을도트(대)회10P,2023,543.0
새마을도트(소)검10P,2023,189.0
새마을도트(소)적10P,2023,0.0
새마을도트(소)파10P,2023,40.0
새마을도트(소)회10P,2023,63.0
새마을도트(중)검10P,2023,1190.0
새마을도트(중)백10P,2023,0.0
새마을도트(중)적10P,2023,138.0
새마을도트(중)파10P,2023,212.0
새마을도트(중)회10P,2023,544.0
새마을면완전코팅,2023,8700.0
새마을실완전코팅,2023,9300.0
새마을이중코팅,2023,163480.0
손사랑T/C예식(1000입),2023,581440.0
손사랑반코팅(10P),2023,80002.0
솔벡스(GN-8호),2023,360.0
솔벡스10호,2023,600.0
스카지,2023,14100.0
스텐집게,2023,458.0
실장갑40g(10P)(A),2023,28470.0
실장갑40g(10P)(여성용)(A),2023,1280.0
실장갑45g(10P),2023,40668.0
실장갑45g(10P)(A),2023,7910.0
실장갑45g(10P)(U),2023,0.0
실장갑50g(10P),2023,15334.0
쎄라손고무장갑신단보,2023,11121.0
쎄라손고무장갑왕신단보,2023,77180.0
쎄라손노랑반코팅(10P),2023,0.0
쎄라손미니(L)노(10P),2023,1901.0
쎄라손미니(L)투(10P),2023,4914.0
쎄라손미니(M)노(10P),2023,2165.0
쎄라손미니(M)투(10P),2023,2625.0
쎄라손미니(S)노(10P),2023,420.0
쎄라손미니(S)투(10P),2023,786.0
쎄라손미용(L),2023,381444.0
쎄라손미용(M),2023,602830.0
쎄라손미용(S),2023,384121.0
쎄라손반코팅(10P),2023,215971.0
쎄라손흰반코팅(10P),2023,0.0
아르곤 갈색 내피,2023,1295.0
아르곤 백색 덧내피,2023,950.0
아르곤 회색 돈피,2023,80.0
어린이장갑30매,2023,0.0
오라이트왕특대(투),2023,3150.0
오런 바로톡메디장갑125매(L),2023,0.0
오런 바로톡메디장갑125매(M),2023,0.0
오런 바로톡메디장갑125매(S),2023,0.0
오런#100(L),2023,9725.0
오런#100(XL),2023,37088.0
오런#100(XXL),2023,11884.0
오런#200(절단방지내피)(L),2023,1070.0
오런#200(절단방지내피)(M),2023,1654.0
오런NBR장갑(10켤레)(L)(U),2023,0.0
오런NBR장갑(10켤레)(M)(U),2023,0.0
오런검정니트릴위생장갑100매(L),2023,40731.0
오런검정니트릴위생장갑100매(M),2023,67034.0
오런검정니트릴위생장갑100매(S),2023,31303.0
오런검정니트릴위생장갑100매(XL),2023,1397.0
오런고탄력PU(L)검 손바닥(10P),2023,219.0
오런고탄력PU(L)검 손바닥(10P)(U),2023,0.0
오런고탄력PU(L)백 손바닥(10P),2023,250.0
오런고탄력PU(L)회 손바닥(10P),2023,1230.0
오런고탄력PU(L)회 손바닥(10P)(U),2023,0.0
오런고탄력PU(L)회 손바닥(10P)(U)(A),2023,0.0
오런고탄력PU(M)검 손바닥(10P),2023,488.0
오런고탄력PU(M)검 손바닥(10P)(U),2023,0.0
오런고탄력PU(M)백 손바닥(10P),2023,13.0
오런고탄력PU(M)회 손끝(10P),2023,53.0
오런고탄력PU(M)회 손바닥(10P),2023,1083.0
오런고탄력PU(M)회 손바닥(10P)(U),2023,0.0
오런고탄력PU(M)회 손바닥(10P)(U)(A),2023,0.0
오런고탄력PU(S)검 손바닥(10P),2023,394.0
오런고탄력PU(S)검 손바닥(10P)(U),2023,0.0
오런고탄력PU(S)회 손끝(10P),2023,65.0
오런고탄력PU(S)회 손바닥(10P),2023,519.0
오런고탄력PU(S)회 손바닥(10P)(U),2023,0.0
오런고탄력PU(S)회 손바닥(10P)(U)(A),2023,0.0
오런고탄력PU(XL)검 손바닥(10P),2023,63.0
오런고탄력PU(XL)검 손바닥(10P)(U),2023,0.0
오런고탄력PU(XL)회 손바닥(10P),2023,250.0
오런고탄력PU(XL)회 손바닥(10P)(U),2023,0.0
오런고탄력도트(L)검,2023,11880.0
오런고탄력도트(L)백,2023,9470.0
오런고탄력도트(L)회,2023,20563.0
오런고탄력도트(M)검,2023,11105.0
오런고탄력도트(M)백,2023,26919.0
오런고탄력도트(M)회,2023,28600.0
오런고탄력도트(S)검,2023,8612.0
오런고탄력도트(S)백,2023,14450.0
오런고탄력도트(S)회,2023,19070.0
오런고탄력블루(L)long(U),2023,2891.0
오런고탄력블루(M)long(U),2023,4203.0
오런고탄력블루(S)long(U),2023,4026.0
오런고탄력블루1P(L)(U),2023,28660.0
오런고탄력블루1P(M)(U),2023,47445.0
오런고탄력블루1P(S)(U),2023,44043.0
오런기사님3P,2023,9892.0
오런니트릴위생20매(L)화이트,2023,9685.0
오런니트릴위생20매(M)화이트,2023,15187.0
오런니트릴위생20매(S)화이트,2023,7002.0
오런라이트(L)회,2023,161171.0
오런라이트(M)회,2023,115983.0
오런라이트(S)회,2023,65384.0
오런라이트B급,2023,406.0
오런라텍스위생장갑100매(L),2023,38662.0
오런라텍스위생장갑100매(M),2023,81427.0
오런라텍스위생장갑100매(S),2023,38556.0
오런라텍스위생장갑10매(M)(RRP),2023,39708.0
오런멀티1P(L)검,2023,111015.0
오런멀티1P(L)남색,2023,12467.0
오런멀티1P(L)회,2023,70769.0
오런멀티1P(M)검,2023,110332.0
오런멀티1P(M)회,2023,39109.0
오런멀티1P(S)검,2023,73051.0
오런멀티1P(S)자주,2023,7911.0
오런멀티1P(S)회,2023,23226.0
오런멀티5P(L)검,2023,9059.0
오런멀티5P(L)적,2023,170.0
오런멀티5P(L)회,2023,5442.0
오런멀티5P(M)검,2023,12658.0
오런멀티5P(M)적,2023,101.0
오런멀티5P(M)회,2023,6683.0
오런멀티5P(S)검,2023,9588.0
오런멀티5P(S)회,2023,3203.0
오런반코팅10P,2023,12390.0
오런반코팅1P,2023,3900.0
오런반코팅3P(신규바코드),2023,8777.0
오런소프트(L)파,2023,11989.0
오런소프트(M)파,2023,11199.0
오런소프트(S)파,2023,3612.0
오런실장갑10P(A),2023,9460.0
오런실장갑1P(New),2023,15000.0
오런실장갑32g(10P),2023,0.0
오런실장갑35죽포(10P),2023,104065.0
오런실장갑35죽포(10P)(A),2023,53990.0
오런실장갑35죽포(10P)(U),2023,0.0
오런실장갑37g-연두(10P),2023,0.0
오런실장갑3P,2023,10426.0
오런실장갑42g(10P)영남(A),2023,29130.0
오런실장갑42g(10P)영남(Y),2023,0.0
오런실장갑42g-주황(10P),2023,0.0
오런실장갑47g-빨강(10P),2023,0.0
오런실장갑52g-초록(10P),2023,0.0
오런실장갑60g(10P),2023,0.0
오런알로에텍스위생10매(M),2023,-1200.0
오런에어폼(L)회,2023,13715.0
오런에어폼(L)회_걸이,2023,0.0
오런에어폼(M)하늘,2023,150.0
오런에어폼(M)회,2023,15559.0
오런에어폼(M)회_걸이,2023,0.0
오런에어폼(S)핑,2023,-230.0
오런에어폼(S)회,2023,12508.0
오런에어폼(S)회_걸이,2023,0.0
오런예식10P(영남),2023,6000.0
오런오렌지이중코팅(A),2023,0.0
오런오렌지황이중코팅,2023,0.0
오런오렌지황이중코팅(A),2023,65540.0
오런용접장갑(소),2023,0.0
오런줄기사3P,2023,1040.0
오런청포도이중코팅,2023,100.0
오런청포도이중코팅(A),2023,517013.0
오런커피위생(L)10P,2023,840.0
오런커피위생(M)10P,2023,2280.0
오런탑(M)하늘,2023,500.0
오런탑(S)핑크,2023,410.0
오런탑도트(L)회,2023,26111.0
오런탑도트(M)하늘,2023,1113.0
오런탑도트(M)회,2023,40066.0
오런탑도트(S)회,2023,39734.0
오런토시2P,2023,351.0
오런톡톡니트릴125매(L)검정,2023,0.0
오런톡톡니트릴125매(L)화이트,2023,0.0
오런톡톡니트릴125매(M)검정,2023,0.0
오런톡톡니트릴125매(M)화이트,2023,0.0
오런톡톡니트릴125매(S)검정,2023,0.0
오런톡톡니트릴125매(S)화이트,2023,0.0
오런투라인10P(영남),2023,3540.0
오런투라인장갑10P(식자재),2023,2139.0
오런파랑니트릴위생장갑100매(L),2023,10942.0
오런파랑니트릴위생장갑100매(M),2023,12144.0
오런파랑니트릴위생장갑100매(S),2023,6588.0
오런포리PU(L)검 손바닥(10P)(U),2023,10907.0
오런포리PU(L)검1P(U),2023,17279.0
오런포리PU(L)백 손끝(10P),2023,809.0
오런포리PU(L)백 손끝(10P)(U),2023,0.0
오런포리PU(L)백 손바닥(10P)(A),2023,954.0
오런포리PU(L)백 손바닥(10P)(U),2023,0.0
오런포리PU(L)회 손끝(10P),2023,5968.0
오런포리PU(L)회 손끝(10P)(U),2023,27.0
오런포리PU(L)회 손바닥(10P)(A),2023,14300.0
오런포리PU(L)회 손바닥(10P)(U),2023,0.0
오런포리PU(L)회1P(U),2023,14074.0
"오런포리PU(L)회손바닥(10P)(A)""바코드작업",2023,750.0
오런포리PU(L)회손바닥(10P)(U)바코드작업,2023,0.0
오런포리PU(M)검 손바닥(10P)(U),2023,11695.0
오런포리PU(M)검1P(U),2023,18698.0
오런포리PU(M)백 손끝(10P),2023,1472.0
오런포리PU(M)백 손끝(10P)(U),2023,0.0
오런포리PU(M)백 손바닥(10P)(A),2023,953.0
오런포리PU(M)백 손바닥(10P)(U),2023,0.0
오런포리PU(M)회 손끝(10P),2023,8903.0
오런포리PU(M)회 손끝(10P)(U),2023,0.0
오런포리PU(M)회 손바닥(10P)(A),2023,12604.0
오런포리PU(M)회 손바닥(10P)(U),2023,0.0
오런포리PU(M)회1P(U),2023,16684.0
"오런포리PU(M)회손바닥(10P)(A)""바코드작업",2023,650.0
오런포리PU(M)회손바닥(10P)(U)바코드작업,2023,0.0
오런포리PU(S)검 손바닥(10P)(U),2023,4539.0
오런포리PU(S)검1P(U),2023,9120.0
오런포리PU(S)백 손끝(10P),2023,2857.0
오런포리PU(S)백 손끝(10P)(U),2023,0.0
오런포리PU(S)백 손바닥(10P),2023,0.0
오런포리PU(S)백 손바닥(10P)(A),2023,1020.0
오런포리PU(S)백 손바닥(10P)(U),2023,0.0
오런포리PU(S)회 손끝(10P),2023,7924.0
오런포리PU(S)회 손끝(10P)(U),2023,84.0
오런포리PU(S)회 손바닥(10P)(U),2023,6049.0
오런포리PU(S)회1P(U),2023,6997.0
오런포리PU(XL)검 손바닥(10P)(A),2023,288.0
오런포리PU(XL)검 손바닥(10P)(U),2023,0.0
오런포리PU(XL)회 손바닥(10P)(A),2023,405.0
오런포리PU(XL)회 손바닥(10P)(U),2023,0.0
오런포리도트(L)회,2023,8810.0
오런포리도트(M)회,2023,75092.0
오런포리도트(S)회,2023,53500.0
오런표백도트장갑10P(식자재),2023,580.0
오런표백실장갑5P(영남),2023,2400.0
오런하늘코팅(M),2023,51196.0
오런행사용장갑10P(식자재),2023,2230.0
오런행사용장갑2P(밴드),2023,5950.0
용접소(내피무),2023,42.0
우의 백색,2023,16500.0
위생장갑(하품),2023,7500.0
은박방수토시(고무줄),2023,1990.0
은박방수토시(시보리),2023,3857.0
응원장갑(청),2023,0.0
잡보루,2023,1235.0
절단방지코팅장갑(CUT3)(L)백색,2023,0.0
절단방지코팅장갑(L),2023,40.0
절단방지코팅장갑(L)1P,2023,0.0
절단방지코팅장갑(M),2023,141.0
줄기사10g(10P),2023,960.0
지연입고 상금,2023,0.0
진광말표(핑),2023,1660.0
찔레꽃 망사 밤색,2023,306.0
찔레꽃 망사 흑색,2023,609.0
찔레꽃면장갑,2023,7240.0
찔레꽃면장갑(검정),2023,590.0
천일 메니큐어(L),2023,1000.0
천일 메니큐어(M),2023,1500.0
천일도트,2023,5610.0
천일표,2023,165400.0
청앞치마(중),2023,260.0
청토시(100입),2023,12080.0
청토시(100입)겨울용,2023,470.0
청포도 + 오렌지 작업 필요,2023,0.0
코스모스,2023,500.0
크린랲 위생 50매,2023,4600.0
크린랲간편고무장갑(10컬레),2023,53460.0
크린랲면장갑10켤레(1호),2023,4710.0
크린랲면장갑10켤레(2호),2023,5130.0
크린랲면장갑3켤레,2023,29500.0
크린랲미니,2023,1360.0
크린랲반코팅장갑10켤레,2023,10350.0
크린랲반코팅장갑3켤레,2023,19400.0
크린랲엠보싱장갑2켤레,2023,7800.0
크린랲예식장갑2켤레,2023,37200.0
크린랲완전코팅,2023,2200.0
크린랲투라인장갑3켤레,2023,19000.0
키친센스(손목긴위생),2023,300.0
태화(L)대(적),2023,18256.0
태화(L)대(투),2023,4090.0
태화(L)대(핑),2023,3200.0
태화XL특대(적),2023,9730.0
태화XL특대(투),2023,3469.0
태화XL특대(핑),2023,2218.0
태화꽃밴(적),2023,12520.0
태화꽃밴(투),2023,13680.0
태화꽃밴(핑),2023,52058.0
태화단보,2023,4097.0
태화롤백(소)500매,2023,886.0
태화롤백(중)500매,2023,1299.0
태화롤팩(대)500매,2023,773.0
태화마파,2023,9575.0
태화미니,2023,7037.0
태화선밴(적),2023,2660.0
태화선밴(투),2023,25600.0
태화선밴(핑),2023,64247.0
태화올A,2023,20785.0
태화위생100매,2023,1290.0
태화위생200매,2023,9420.0
태화위생50매,2023,13600.0
태화팩(대),2023,850.0
태화팩(소),2023,2550.0
태화팩(중),2023,3050.0
토시,2023,124924.0
파일럿2-3(무단추),2023,0.0
파일럿2-6(단추),2023,30800.0
파일럿2-6K(무단추),2023,116688.0
파일럿TC(단추),2023,4000.0
편안손특대(투),2023,5250.0
포리내피(L)검(10P),2023,801.0
포리내피(L)백(10P),2023,400.0
포리내피(L)회(10P),2023,4008.0
포리내피(M)검(10P),2023,1329.0
포리내피(M)백(10P),2023,2702.0
포리내피(M)회(10P),2023,7383.0
포리내피(S)검(10P),2023,615.0
포리내피(S)백(10P),2023,455.0
포리내피(S)회(10P),2023,2725.0
표백도트장갑(10P),2023,2109.0
표백실장갑(10P),2023,3750.0
한스피엠아이 메디 차액 정산,2023,0.0
화로장갑(L)(1P),2023,7.0
화로장갑(M)(1P),2023,30.0
화로장갑(long)(L)(1P),2023,11.0
화로장갑(long)(M)(1P),2023,0.0
화이트앤블랙장갑100매(L),2023,0.0
화이트앤블랙장갑100매(M),2023,0.0
화이트앤블랙장갑100매(S),2023,0.0
후디스PU코팅(L)(검)1P(신규바코드),2023,3400.0
후디스PU코팅(L)(회)1P(신규바코드),2023,120.0
후디스PU코팅(L)회1P,2023,360.0
후디스PU코팅(M)(검)1P(신규바코드),2023,2830.0
후디스PU코팅(M)(회)1P(신규바코드),2023,120.0
후디스PU코팅(S)(검)1P(신규바코드),2023,1350.0
후디스PU코팅(S)(회)1P(신규바코드),2023,120.0
후디스고무장갑(L)투(5P)(A),2023,0.0
"후디스고무장갑(L)핑(5P) ""바코드작업""",2023,540.0
후디스고무장갑(L)핑(5P)(A),2023,0.0
후디스고무장갑(M)적,2023,11788.0
후디스고무장갑(M)적(5P),2023,0.0
후디스고무장갑(M)투,2023,29389.0
후디스고무장갑(M)투(5P)(A),2023,0.0
후디스고무장갑(M)투(A),2023,0.0
후디스고무장갑(M)핑,2023,66866.0
후디스고무장갑(M)핑 왼손,2023,32.0
"후디스고무장갑(M)핑(5P) ""바코드작업""",2023,740.0
후디스고무장갑(M)핑(5P)(A),2023,0.0
후디스고무장갑(S)투(5P)(A),2023,0.0
후디스고무장갑(S)핑,2023,3900.0
"후디스고무장갑(S)핑(5P) ""바코드작업""",2023,600.0
후디스고무장갑(S)핑(5P)(A),2023,0.0
후디스고무장갑(S)핑(A),2023,0.0
후디스고무장갑(XL)투(5P)(A),2023,0.0
"후디스고무장갑(XL)핑(5P)""바코드작업""",2023,340.0
후디스고무장갑(XL)핑(5P)(A),2023,0.0
후디스고무장갑2+1(대),2023,8184.0
후디스고무장갑2+1(소)투명,2023,1974.0
후디스고무장갑2+1(소)핑크,2023,3298.0
후디스고무장갑2+1(중),2023,9966.0
후디스고무장갑식품용,2023,575141.0
후디스고무장갑왕특대(XXL)투,2023,28865.0
후디스고무장갑왕특대(XXL)핑,2023,21863.0
후디스고무장갑주름(L)적,2023,23902.0
후디스고무장갑주름(L)투,2023,129761.0
후디스고무장갑주름(L)핑,2023,107783.0
후디스고무장갑주름(L)핑 오른손,2023,0.0
후디스고무장갑주름(L)핑 왼손,2023,100.0
후디스고무장갑주름(L)핑(A),2023,0.0
후디스고무장갑주름(L)핑(N),2023,0.0
후디스고무장갑특대(적),2023,21594.0
후디스고무장갑특대(투),2023,73993.0
후디스고무장갑특대(핑),2023,81287.0
후디스노랑반코팅(13g),2023,196217.0
후디스다용도미니3P(노랑),2023,7852.0
후디스다용도미니3P(백색),2023,5434.0
후디스더블NBR(L)적,2023,2921.0
후디스더블NBR(L)파,2023,11224.0
후디스더블NBR(L)파(오른손1개),2023,0.0
후디스더블NBR(L)파(왼손1개),2023,0.0
후디스더블NBR(M)적,2023,2851.0
후디스더블NBR(M)파,2023,9666.0
후디스더블NBR(S)검,2023,120.0
후디스더블NBR(S)적,2023,617.0
후디스더블NBR(S)파,2023,4129.0
후디스면장갑1호(단추),2023,9386.0
후디스면장갑1호(무단추),2023,59870.0
후디스면장갑1호(무단추)(여성용),2023,6000.0
후디스면장갑1호(밴드),2023,14400.0
후디스면장갑2P(슈퍼용),2023,500.0
후디스면장갑2호(단추),2023,58000.0
후디스면장갑2호(무단추),2023,3320.0
후디스면장갑2호(밴드),2023,40040.0
후디스면장갑3호(단추),2023,95497.0
후디스면장갑3호(단추)(납품용),2023,168000.0
후디스면장갑3호(무단추),2023,15310.0
후디스면장갑4호,2023,77765.0
후디스면장갑4호(여성용),2023,1000.0
후디스면장갑왕특단(무단추),2023,7506.0
후디스미니(L)노(10P),2023,18987.0
"후디스미니(L)노(10P) ""바코드작업""",2023,240.0
후디스미니(L)흰(10P),2023,37415.0
후디스미니(S)노(10P),2023,9333.0
"후디스미니(S)노(10P) ""바코드작업""",2023,420.0
후디스미니(S)흰(10P),2023,22119.0
후디스미니(free)노(10P)(M)(A),2023,16328.0
후디스미니(free)흰(10P)(M)(A),2023,30868.0
후디스반코팅(10P)(J),2023,5277.0
후디스반코팅(10P)(J)영남,2023,360.0
후디스실장갑2P,2023,1980.0
후디스실장갑32g(10P),2023,33529.0
후디스실장갑37g(10P)영남(Y),2023,0.0
후디스실장갑37g-연두(10P),2023,267606.0
후디스실장갑42g-주황(10P),2023,95410.0
후디스실장갑47g-빨강(10P),2023,118261.0
후디스실장갑52g-녹색(10P),2023,24984.0
후디스실장갑60g(10P),2023,11891.0
후디스에어폼(L)적,2023,4631.0
후디스에어폼(L)파,2023,26772.0
후디스에어폼(M)적,2023,3424.0
후디스에어폼(M)파,2023,13834.0
후디스에어폼(S)검,2023,220.0
후디스에어폼(S)적,2023,646.0
후디스에어폼(S)파,2023,9068.0
후디스에어폼내피(L)파,2023,30030.0
후디스에어폼내피(S)파,2023,20274.0
후디스엠보싱(노랑)기모,2023,14631.0
후디스엠보싱(노랑)사계(10-8A),2023,83824.0
후디스엠보싱(노랑)여성용(사계),2023,540.0
후디스엠보싱(노랑)여성용(하계),2023,40.0
후디스엠보싱(노랑)하계,2023,25232.0
후디스엠보싱(백색)하계,2023,100.0
후디스엠보싱(적색)사계(10-8AAA),2023,12809.0
후디스엠보싱(적색)여성용(사계),2023,240.0
후디스엠보싱(적색)여성용(하계),2023,0.0
후디스엠보싱(적색)하계,2023,4360.0
후디스엠보싱(초록)사계(10-8AA),2023,19329.0
후디스엠보싱(초록)하계,2023,5890.0
후디스엠보싱(파랑)기모,2023,1530.0
후디스엠보싱(파랑)사계(10-8AAAA),2023,18955.0
후디스엠보싱(파랑)하계,2023,6328.0
후디스엠보싱장갑2P,2023,10.0
후디스위생200매,2023,5120.0
후디스위생50매,2023,65847.0
후디스장갑(M)핑오른손1개,2023,7329.0
후디스장갑(M)핑왼손1개,2023,2588.0
후디스장갑주름(L)핑오른손1개,2023,5009.0
후디스장갑주름(L)핑왼손1개,2023,1776.0
후디스줄기사10g,2023,259757.0
후디스줄기사13g,2023,11030.0
후디스줄기사13g(A),2023,413679.0
후디스쿨토시(검정),2023,14167.0
후디스쿨토시(남색),2023,724.0
후디스쿨토시(민트),2023,1.0
후디스쿨토시(백색),2023,8312.0
후디스쿨토시(보라),2023,743.0
후디스쿨토시(연핑크),2023,777.0
후디스쿨토시(초록),2023,2.0
후디스쿨토시(카키),2023,403.0
후디스쿨토시(파랑),2023,2545.0
후디스쿨토시(하늘),2023,1542.0
후디스쿨토시(회색),2023,5393.0
후디스토시1P,2023,33429.0
후디스표백도트장갑1P,2023,135957.0
후디스하프,2023,15539.0
후디스흰반코팅(13g),2023,40590.0
3M 스폰지수세미(135),2024,120.0
3M 철수세미,2024,9600.0
EVA우의(백색),2024,100.0
NBR장갑(10켤레)(L),2024,190.0
NBR장갑(10켤레)(L)(U),2024,0.0
NBR장갑(10켤레)(M),2024,220.0
New태화특대(적),2024,6197.0
New태화특대(투),2024,2770.0
New태화특대(핑),2024,3500.0
PU제전장갑(M)top(10P),2024,15.0
고탄력도트 흰색 대,2024,0.0
고탄력블루 대(L),2024,470.0
고탄력블루 롱-대(L),2024,40.0
고탄력블루 롱-소(S),2024,140.0
고탄력블루 롱-중(M),2024,20.0
고탄력블루 소(S),2024,4280.0
고탄력블루 중(M),2024,1360.0
금강산,2024,107800.0
나비검정니트릴위생장갑100매(L),2024,3000.0
나비라텍스위생장갑(L),2024,2998.0
나비라텍스위생장갑(M),2024,3000.0
나비라텍스위생장갑(S),2024,3000.0
나비면(메리야스)완전코팅5P,2024,6000.0
나비파랑니트릴위생장갑100매(L),2024,3000.0
나비파랑니트릴위생장갑100매(M),2024,3000.0
나이스황이중코팅,2024,23400.0
나이스황이중코팅(제니스)(XL),2024,0.0
나일론내피(M)청,2024,560.0
나일론내피(M)회(10P),2024,0.0
다목적 접이식 가방,2024,0.0
대광PVC,2024,6033.0
대광TC예식,2024,508286.0
대광고무장갑(M)투,2024,6196.0
대광고무장갑(M)핑,2024,57465.0
대광고무장갑M(300입)적,2024,70856.0
대광고무장갑식품용-콤비(S)투명,2024,-401.0
대광고무장갑주름(L)투,2024,10664.0
대광고무장갑주름(L)핑,2024,51981.0
대광고무장갑특대(XL)투,2024,0.0
대광고무장갑특대(XL)핑,2024,15246.0
